id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow,symbol,year_label
562,HEROMOTOCO,Mar 2014,2963.0,-1616.0,-1414.0,-66.0,1347.0,HEROMOTOCO,Mar 2014
563,HEROMOTOCO,Mar 2015,2186.0,31.0,-2131.0,86.0,2217.0,HEROMOTOCO,Mar 2015
564,HEROMOTOCO,Mar 2016,3722.0,-2300.0,-1475.0,-53.0,1422.0,HEROMOTOCO,Mar 2016
565,HEROMOTOCO,Mar 2017,4007.0,-1972.0,-2036.0,-1.0,2035.0,HEROMOTOCO,Mar 2017
566,HEROMOTOCO,Mar 2018,4017.0,-1858.0,-2102.0,57.0,2159.0,HEROMOTOCO,Mar 2018
567,HEROMOTOCO,Mar 2019,1032.0,1298.0,-2252.0,78.0,2330.0,HEROMOTOCO,Mar 2019
568,HEROMOTOCO,Mar 2020,5518.0,-2819.0,-2602.0,97.0,2699.0,HEROMOTOCO,Mar 2020
569,HEROMOTOCO,Mar 2021,4110.0,-2289.0,-1852.0,-31.0,1821.0,HEROMOTOCO,Mar 2021
570,HEROMOTOCO,Mar 2022,2104.0,-222.0,-1975.0,-94.0,1882.0,HEROMOTOCO,Mar 2022
571,HEROMOTOCO,Mar 2023,2614.0,-421.0,-2147.0,45.0,2193.0,HEROMOTOCO,Mar 2023
572,HEROMOTOCO,Mar 2024,4923.0,-1828.0,-2717.0,379.0,3095.0,HEROMOTOCO,Mar 2024
573,HINDALCO,Mar 2013,2977.0,-13801.0,10278.0,-545.0,-10824.0,HINDALCO,Mar 2013
574,HINDALCO,Mar 2014,7956.0,-8095.0,1493.0,1353.0,-139.0,HINDALCO,Mar 2014
575,HINDALCO,Mar 2015,7143.0,-3873.0,-2437.0,833.0,3270.0,HINDALCO,Mar 2015
576,HINDALCO,Mar 2016,11688.0,-3220.0,-8862.0,-394.0,8468.0,HINDALCO,Mar 2016
577,HINDALCO,Mar 2017,12687.0,-2876.0,-5552.0,4259.0,9811.0,HINDALCO,Mar 2017
578,HINDALCO,Mar 2018,10898.0,5333.0,-16412.0,-181.0,16231.0,HINDALCO,Mar 2018
579,HINDALCO,Mar 2019,11977.0,-5456.0,-5466.0,1055.0,6521.0,HINDALCO,Mar 2019
580,HINDALCO,Mar 2020,12745.0,-7227.0,6656.0,12174.0,5518.0,HINDALCO,Mar 2020
581,HINDALCO,Mar 2021,17232.0,-25280.0,-4882.0,-12930.0,-8048.0,HINDALCO,Mar 2021
582,HINDALCO,Mar 2022,16838.0,-6773.0,-6765.0,3300.0,10065.0,HINDALCO,Mar 2022
583,HINDALCO,Mar 2023,19208.0,-7559.0,-10450.0,1199.0,11649.0,HINDALCO,Mar 2023
584,HINDALCO,Mar 2024,24056.0,-14267.0,-10817.0,-1028.0,9789.0,HINDALCO,Mar 2024
585,HINDUNILVR,Mar 2013,3605.0,63.0,-4147.0,-480.0,3668.0,HINDUNILVR,Mar 2013
586,HINDUNILVR,Mar 2014,3818.0,-475.0,-2960.0,383.0,3343.0,HINDUNILVR,Mar 2014
587,HINDUNILVR,Mar 2015,3292.0,138.0,-3462.0,-33.0,3430.0,HINDUNILVR,Mar 2015
588,HINDUNILVR,Mar 2016,4171.0,-282.0,-3864.0,25.0,3889.0,HINDUNILVR,Mar 2016
589,HINDUNILVR,Mar 2017,5185.0,-1173.0,-4214.0,-202.0,4012.0,HINDUNILVR,Mar 2017
590,HINDUNILVR,Mar 2018,6059.0,-1063.0,-4975.0,21.0,4996.0,HINDUNILVR,Mar 2018
591,HINDUNILVR,Mar 2019,5800.0,-438.0,-5390.0,-28.0,5362.0,HINDUNILVR,Mar 2019
592,HINDUNILVR,Mar 2020,7623.0,1791.0,-6819.0,2595.0,9414.0,HINDUNILVR,Mar 2020
593,HINDUNILVR,Mar 2021,9163.0,-1228.0,-9309.0,-1374.0,7935.0,HINDUNILVR,Mar 2021
594,HINDUNILVR,Mar 2022,9048.0,-1728.0,-8015.0,-695.0,7320.0,HINDUNILVR,Mar 2022
595,HINDUNILVR,Mar 2023,9991.0,-1484.0,-8953.0,-446.0,8507.0,HINDUNILVR,Mar 2023
596,HINDUNILVR,Mar 2024,15469.0,-5324.0,-10034.0,111.0,10145.0,HINDUNILVR,Mar 2024
597,ICICIBANK,Mar 2013,17494.0,-18563.0,9283.0,8215.0,-1069.0,ICICIBANK,Mar 2013
598,ICICIBANK,Mar 2014,6765.0,-15750.0,7872.0,-1113.0,-8985.0,ICICIBANK,Mar 2014
599,ICICIBANK,Mar 2015,-12273.0,-13175.0,24827.0,-621.0,-25448.0,ICICIBANK,Mar 2015
600,ICICIBANK,Mar 2016,23645.0,-12060.0,5814.0,17399.0,11585.0,ICICIBANK,Mar 2016
601,ICICIBANK,Mar 2017,52636.0,-1711.0,-35470.0,15455.0,50925.0,ICICIBANK,Mar 2017
602,ICICIBANK,Mar 2018,19383.0,-50551.0,39676.0,8508.0,-31168.0,ICICIBANK,Mar 2018
603,ICICIBANK,Mar 2019,48671.0,-30282.0,-19997.0,-1608.0,18389.0,ICICIBANK,Mar 2019
604,ICICIBANK,Mar 2020,79565.0,-42095.0,2992.0,40462.0,37470.0,ICICIBANK,Mar 2020
605,ICICIBANK,Mar 2021,138015.0,-63631.0,-54667.0,19718.0,74384.0,ICICIBANK,Mar 2021
606,ICICIBANK,Mar 2022,58111.0,-39448.0,17451.0,36114.0,18663.0,ICICIBANK,Mar 2022
607,ICICIBANK,Mar 2023,-3771.0,-67689.0,24791.0,-46669.0,-71460.0,ICICIBANK,Mar 2023
608,ICICIBANK,Mar 2024,157284.0,-144737.0,13765.0,26312.0,12547.0,ICICIBANK,Mar 2024
609,ICICIGI,Mar 2013,984.0,-962.0,102.0,124.0,22.0,ICICIGI,Mar 2013
610,ICICIGI,Mar 2014,595.0,-706.0,4.0,-108.0,-111.0,ICICIGI,Mar 2014
611,ICICIGI,Mar 2015,-98.0,171.0,-93.0,-20.0,73.0,ICICIGI,Mar 2015
612,ICICIGI,Mar 2016,511.0,-310.0,-148.0,53.0,201.0,ICICIGI,Mar 2016
613,ICICIGI,Mar 2017,1628.0,-1990.0,361.0,-1.0,-362.0,ICICIGI,Mar 2017
614,ICICIGI,Mar 2018,2390.0,-1896.0,-96.0,398.0,494.0,ICICIGI,Mar 2018
615,ICICIGI,Mar 2019,2976.0,-2856.0,-310.0,-190.0,120.0,ICICIGI,Mar 2019
616,ICICIGI,Mar 2020,3433.0,-3382.0,-420.0,-369.0,51.0,ICICIGI,Mar 2020
617,ICICIGI,Mar 2021,1774.0,-1367.0,-212.0,195.0,407.0,ICICIGI,Mar 2021
618,ICICIGI,Mar 2022,809.0,135.0,-879.0,65.0,944.0,ICICIGI,Mar 2022
619,ICICIGI,Mar 2023,2290.0,-1685.0,-695.0,-90.0,605.0,ICICIGI,Mar 2023
620,ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,131.0,486.0,ICICIGI,Mar 2024
621,ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,-1591.0,-1077.0,ICICIPRULI,Mar 2013
622,ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,2539.0,3630.0,ICICIPRULI,Mar 2014
623,ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,-2264.0,-1299.0,ICICIPRULI,Mar 2015
624,ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,2219.0,3661.0,ICICIPRULI,Mar 2016
625,ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,2439.0,3434.0,ICICIPRULI,Mar 2017
626,ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,-887.0,301.0,ICICIPRULI,Mar 2018
627,ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,2975.0,3818.0,ICICIPRULI,Mar 2019
628,ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,-2606.0,-2201.0,ICICIPRULI,Mar 2020
629,ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,3434.0,2230.0,ICICIPRULI,Mar 2021
630,ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,696.0,1015.0,ICICIPRULI,Mar 2022
631,ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,-1168.0,-1056.0,ICICIPRULI,Mar 2023
632,ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,17.0,105.0,ICICIPRULI,Mar 2024
633,INDIGO,Mar 2013,1741.0,-1890.0,36.0,-113.0,-149.0,INDIGO,Mar 2013
634,INDIGO,Mar 2014,1595.0,-2914.0,1285.0,-34.0,-1319.0,INDIGO,Mar 2014
635,INDIGO,Mar 2015,2384.0,-940.0,-1308.0,136.0,1444.0,INDIGO,Mar 2015
636,INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,559.0,1779.0,INDIGO,Mar 2016
637,INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,-652.0,749.0,INDIGO,Mar 2017
638,INDIGO,Mar 2018,3903.0,-4152.0,766.0,518.0,-249.0,INDIGO,Mar 2018
639,INDIGO,Mar 2019,3160.0,-2526.0,-592.0,42.0,634.0,INDIGO,Mar 2019
640,INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,-37.0,2370.0,INDIGO,Mar 2020
641,INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,-168.0,1608.0,INDIGO,Mar 2021
642,INDIGO,Mar 2022,2064.0,1527.0,-3088.0,503.0,3591.0,INDIGO,Mar 2022
643,INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,232.0,8664.0,INDIGO,Mar 2023
644,INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,-555.0,9424.0,INDIGO,Mar 2024
645,INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,1309.0,-660.0,INDUSINDBK,Mar 2013
646,INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,-79.0,-4280.0,INDUSINDBK,Mar 2014
647,INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,4010.0,-1697.0,INDUSINDBK,Mar 2015
648,INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,-667.0,-3185.0,INDUSINDBK,Mar 2016
649,INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,8516.0,11284.0,INDUSINDBK,Mar 2017
650,INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,-5412.0,-20917.0,INDUSINDBK,Mar 2018
651,INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,1568.0,-7022.0,INDUSINDBK,Mar 2019
652,INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,1220.0,-11513.0,INDUSINDBK,Mar 2020
653,INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,40324.0,44420.0,INDUSINDBK,Mar 2021
654,INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,11947.0,16249.0,INDUSINDBK,Mar 2022
655,INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,-11763.0,-12879.0,INDUSINDBK,Mar 2023
656,INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,-19710.0,-17468.0,INDUSINDBK,Mar 2024
657,INFY,Mar 2013,7373.0,-2922.0,-3210.0,1241.0,4451.0,INFY,Mar 2013
658,INFY,Mar 2014,9825.0,-2563.0,-3144.0,4118.0,7262.0,INFY,Mar 2014
659,INFY,Mar 2015,8353.0,999.0,-4935.0,4417.0,9352.0,INFY,Mar 2015
660,INFY,Mar 2016,10028.0,-885.0,-6813.0,2330.0,9143.0,INFY,Mar 2016
661,INFY,Mar 2017,11531.0,-14664.0,-6939.0,-10072.0,-3133.0,INFY,Mar 2017
662,INFY,Mar 2018,13218.0,4533.0,-20505.0,-2754.0,17751.0,INFY,Mar 2018
663,INFY,Mar 2019,14841.0,-632.0,-14512.0,-303.0,14209.0,INFY,Mar 2019
664,INFY,Mar 2020,17003.0,-331.0,-17591.0,-919.0,16672.0,INFY,Mar 2020
665,INFY,Mar 2021,23224.0,-7373.0,-9786.0,6065.0,15851.0,INFY,Mar 2021
666,INFY,Mar 2022,23885.0,-6485.0,-24642.0,-7242.0,17400.0,INFY,Mar 2022
667,INFY,Mar 2023,22467.0,-1071.0,-26695.0,-5299.0,21396.0,INFY,Mar 2023
668,INFY,Mar 2024,25210.0,-5093.0,-17504.0,2613.0,20117.0,INFY,Mar 2024
669,IOC,Mar 2013,9340.0,-9294.0,352.0,398.0,46.0,IOC,Mar 2013
670,IOC,Mar 2014,24195.0,-18594.0,-3116.0,2485.0,5601.0,IOC,Mar 2014
671,IOC,Mar 2015,46092.0,-10215.0,-38283.0,-2406.0,35877.0,IOC,Mar 2015
672,IOC,Mar 2016,25624.0,-13610.0,-11890.0,124.0,12014.0,IOC,Mar 2016
673,IOC,Mar 2017,28216.0,-17684.0,-10937.0,-405.0,10532.0,IOC,Mar 2017
674,IOC,Mar 2018,29115.0,-17119.0,-12007.0,-11.0,11996.0,IOC,Mar 2018
675,IOC,Mar 2019,12747.0,-22569.0,10436.0,614.0,-9822.0,IOC,Mar 2019
676,IOC,Mar 2020,7146.0,-29101.0,22456.0,502.0,-21955.0,IOC,Mar 2020
677,IOC,Mar 2021,49650.0,-22935.0,-27369.0,-653.0,26715.0,IOC,Mar 2021
678,IOC,Mar 2022,25747.0,-21294.0,-4058.0,395.0,4453.0,IOC,Mar 2022
679,IOC,Mar 2023,29644.0,-28030.0,-1794.0,-180.0,1614.0,IOC,Mar 2023
680,IOC,Mar 2024,71099.0,-31464.0,-39385.0,250.0,39635.0,IOC,Mar 2024
681,IRCTC,Mar 2015,69.0,-46.0,-17.0,6.0,23.0,IRCTC,Mar 2015
682,IRCTC,Mar 2016,288.0,7.0,-31.0,263.0,295.0,IRCTC,Mar 2016
683,IRCTC,Mar 2017,338.0,94.0,-136.0,296.0,432.0,IRCTC,Mar 2017
684,IRCTC,Mar 2018,24.0,40.0,-57.0,7.0,64.0,IRCTC,Mar 2018
685,IRCTC,Mar 2019,499.0,-353.0,-179.0,-33.0,146.0,IRCTC,Mar 2019
686,IRCTC,Mar 2020,409.0,8.0,-280.0,137.0,417.0,IRCTC,Mar 2020
687,IRCTC,Mar 2021,248.0,-453.0,-47.0,-252.0,-205.0,IRCTC,Mar 2021
688,IRCTC,Mar 2022,524.0,-242.0,-258.0,23.0,282.0,IRCTC,Mar 2022
689,IRCTC,Mar 2023,812.0,-317.0,-434.0,61.0,495.0,IRCTC,Mar 2023
690,IRCTC,Mar 2024,882.0,-215.0,-404.0,262.0,667.0,IRCTC,Mar 2024
691,IRFC,Mar 2016,-16378.0,2.0,17582.0,1206.0,-16376.0,IRFC,Mar 2016
692,IRFC,Mar 2017,-19455.0,2.0,18250.0,-1204.0,-19453.0,IRFC,Mar 2017
693,IRFC,Mar 2018,-28076.0,2.0,28075.0,0.0,-28074.0,IRFC,Mar 2018
694,IRFC,Mar 2019,-41748.0,1.0,41749.0,3.0,-41747.0,IRFC,Mar 2019
695,IRFC,Mar 2020,-62701.0,1.0,62697.0,-2.0,-62700.0,IRFC,Mar 2020
696,IRFC,Mar 2021,-89907.0,0.0,90202.0,296.0,-89907.0,IRFC,Mar 2021
697,IRFC,Mar 2022,-64412.0,-5.0,64266.0,-151.0,-64417.0,IRFC,Mar 2022
698,IRFC,Mar 2023,-28588.0,0.0,28644.0,56.0,-28588.0,IRFC,Mar 2023
699,IRFC,Mar 2024,7914.0,-8.0,-8046.0,-140.0,7906.0,IRFC,Mar 2024
700,ITC,Mar 2013,7102.0,-3881.0,-3310.0,-90.0,3221.0,ITC,Mar 2013
701,ITC,Mar 2014,7344.0,-3254.0,-4122.0,-32.0,4090.0,ITC,Mar 2014
702,ITC,Mar 2015,9843.0,-5275.0,-4661.0,-93.0,4568.0,ITC,Mar 2015
703,ITC,Mar 2016,9799.0,-3921.0,-5613.0,266.0,5878.0,ITC,Mar 2016
704,ITC,Mar 2017,10627.0,-3251.0,-7301.0,75.0,7376.0,ITC,Mar 2017
705,ITC,Mar 2018,13169.0,-7114.0,-6221.0,-166.0,6055.0,ITC,Mar 2018
706,ITC,Mar 2019,12583.0,-5546.0,-6869.0,169.0,7037.0,ITC,Mar 2019
707,ITC,Mar 2020,14690.0,-6174.0,-8181.0,334.0,8516.0,ITC,Mar 2020
708,ITC,Mar 2021,12527.0,5740.0,-18634.0,-367.0,18267.0,ITC,Mar 2021
709,ITC,Mar 2022,15776.0,-2238.0,-13580.0,-43.0,13538.0,ITC,Mar 2022
710,ITC,Mar 2023,18878.0,-5732.0,-13006.0,139.0,13146.0,ITC,Mar 2023
711,ITC,Mar 2024,17179.0,1563.0,-18551.0,191.0,18742.0,ITC,Mar 2024
712,JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,43.0,-6069.0,JINDALSTEL,Mar 2013
713,JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,766.0,-8114.0,JINDALSTEL,Mar 2014
714,JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,173.0,-5535.0,JINDALSTEL,Mar 2015
715,JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,-601.0,2071.0,JINDALSTEL,Mar 2016
716,JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,-256.0,4852.0,JINDALSTEL,Mar 2017
717,JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,17.0,6293.0,JINDALSTEL,Mar 2018
718,JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,-67.0,8195.0,JINDALSTEL,Mar 2019
719,JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,322.0,7338.0,JINDALSTEL,Mar 2020
720,JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,5465.0,10077.0,JINDALSTEL,Mar 2021
721,JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,-1403.0,13717.0,JINDALSTEL,Mar 2022
722,JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,757.0,3257.0,JINDALSTEL,Mar 2023
723,JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,-955.0,-2336.0,JINDALSTEL,Mar 2024
724,JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,56.0,945.0,JIOFIN,Mar 2023
725,JIOFIN,Mar 2024,-678.0,1441.0,-753.0,11.0,763.0,JIOFIN,Mar 2024
726,JSWENERGY,Mar 2013,1725.0,-944.0,-684.0,96.0,781.0,JSWENERGY,Mar 2013
727,JSWENERGY,Mar 2014,2269.0,-363.0,-1859.0,48.0,1906.0,JSWENERGY,Mar 2014
728,JSWENERGY,Mar 2015,3394.0,-422.0,-2327.0,645.0,2972.0,JSWENERGY,Mar 2015
729,JSWENERGY,Mar 2016,3538.0,-3272.0,-1622.0,-1357.0,266.0,JSWENERGY,Mar 2016
730,JSWENERGY,Mar 2017,3853.0,-762.0,-2595.0,496.0,3091.0,JSWENERGY,Mar 2017
731,JSWENERGY,Mar 2018,3934.0,-215.0,-3968.0,-249.0,3719.0,JSWENERGY,Mar 2018
732,JSWENERGY,Mar 2019,2491.0,-55.0,-2523.0,-87.0,2436.0,JSWENERGY,Mar 2019
733,JSWENERGY,Mar 2020,2082.0,301.0,-1962.0,421.0,2383.0,JSWENERGY,Mar 2020
734,JSWENERGY,Mar 2021,3700.0,-1030.0,-2515.0,155.0,2670.0,JSWENERGY,Mar 2021
735,JSWENERGY,Mar 2022,2952.0,-1387.0,-781.0,784.0,1565.0,JSWENERGY,Mar 2022
736,JSWENERGY,Mar 2023,2084.0,-6778.0,7327.0,2634.0,-4694.0,JSWENERGY,Mar 2023
737,JSWENERGY,Mar 2024,6234.0,-8197.0,1675.0,-289.0,-1963.0,JSWENERGY,Mar 2024
738,JSWSTEEL,Mar 2013,5844.0,-5433.0,-791.0,-380.0,411.0,JSWSTEEL,Mar 2013
739,JSWSTEEL,Mar 2014,2594.0,-5618.0,3300.0,276.0,-3024.0,JSWSTEEL,Mar 2014
740,JSWSTEEL,Mar 2015,7876.0,-7372.0,-169.0,334.0,504.0,JSWSTEEL,Mar 2015
741,JSWSTEEL,Mar 2016,6897.0,-3857.0,-3151.0,-111.0,3040.0,JSWSTEEL,Mar 2016
742,JSWSTEEL,Mar 2017,7888.0,-5094.0,-2710.0,84.0,2794.0,JSWSTEEL,Mar 2017
743,JSWSTEEL,Mar 2018,12379.0,-4529.0,-8185.0,-335.0,7850.0,JSWSTEEL,Mar 2018
744,JSWSTEEL,Mar 2019,14633.0,-11387.0,1753.0,4999.0,3246.0,JSWSTEEL,Mar 2019
745,JSWSTEEL,Mar 2020,12785.0,-19589.0,5189.0,-1615.0,-6804.0,JSWSTEEL,Mar 2020
746,JSWSTEEL,Mar 2021,18789.0,-7702.0,-3110.0,7977.0,11087.0,JSWSTEEL,Mar 2021
747,JSWSTEEL,Mar 2022,26270.0,-14748.0,-14657.0,-3135.0,11522.0,JSWSTEEL,Mar 2022
748,JSWSTEEL,Mar 2023,23323.0,-10730.0,-5977.0,6616.0,12593.0,JSWSTEEL,Mar 2023
749,JSWSTEEL,Mar 2024,12078.0,-14467.0,-5005.0,-7394.0,-2389.0,JSWSTEEL,Mar 2024
750,KOTAKBANK,Mar 2013,2878.0,-9035.0,7099.0,942.0,-6157.0,KOTAKBANK,Mar 2013
751,KOTAKBANK,Mar 2014,9068.0,-1130.0,-5814.0,2125.0,7938.0,KOTAKBANK,Mar 2014
752,KOTAKBANK,Mar 2015,2302.0,-4467.0,2426.0,260.0,-2165.0,KOTAKBANK,Mar 2015
753,KOTAKBANK,Mar 2016,5025.0,-2353.0,2024.0,4696.0,2672.0,KOTAKBANK,Mar 2016
754,KOTAKBANK,Mar 2017,13222.0,-5289.0,6055.0,13989.0,7933.0,KOTAKBANK,Mar 2017
755,KOTAKBANK,Mar 2018,-10392.0,-5475.0,14679.0,-1188.0,-15867.0,KOTAKBANK,Mar 2018
756,KOTAKBANK,Mar 2019,1822.0,-3323.0,8365.0,6864.0,-1501.0,KOTAKBANK,Mar 2019
757,KOTAKBANK,Mar 2020,46619.0,-13068.0,-735.0,32815.0,33551.0,KOTAKBANK,Mar 2020
758,KOTAKBANK,Mar 2021,4881.0,-11172.0,-10072.0,-16363.0,-6291.0,KOTAKBANK,Mar 2021
759,KOTAKBANK,Mar 2022,8308.0,-10903.0,7543.0,4949.0,-2595.0,KOTAKBANK,Mar 2022
760,KOTAKBANK,Mar 2023,-1242.0,-10381.0,1883.0,-9740.0,-11623.0,KOTAKBANK,Mar 2023
761,KOTAKBANK,Mar 2024,15685.0,-8919.0,15515.0,22281.0,6766.0,KOTAKBANK,Mar 2024
762,LICI,Mar 2019,13274.0,9636.0,-13700.0,9210.0,22910.0,LICI,Mar 2019
763,LICI,Mar 2020,54367.0,-40415.0,-18664.0,-4712.0,13952.0,LICI,Mar 2020
764,LICI,Mar 2021,80602.0,148447.0,-256125.0,-27077.0,229049.0,LICI,Mar 2021
765,LICI,Mar 2022,-3783.0,12531.0,0.0,8748.0,8748.0,LICI,Mar 2022
766,LICI,Mar 2023,54519.0,-52848.0,-949.0,722.0,1671.0,LICI,Mar 2023
767,LICI,Mar 2024,26122.0,-25269.0,-4427.0,-3574.0,853.0,LICI,Mar 2024
777,LODHA,Mar 2016,387.0,-854.0,330.0,-137.0,-467.0,LODHA,Mar 2016
778,LODHA,Mar 2017,1469.0,-1174.0,-312.0,-16.0,295.0,LODHA,Mar 2017
779,LODHA,Mar 2018,696.0,-651.0,24.0,69.0,45.0,LODHA,Mar 2018
780,LODHA,Mar 2019,-463.0,-175.0,736.0,97.0,-638.0,LODHA,Mar 2019
781,LODHA,Mar 2020,3772.0,182.0,-4188.0,-234.0,3954.0,LODHA,Mar 2020
782,LODHA,Mar 2021,2524.0,420.0,-2835.0,109.0,2944.0,LODHA,Mar 2021
783,LODHA,Mar 2022,1998.0,1139.0,-2888.0,250.0,3137.0,LODHA,Mar 2022
784,LODHA,Mar 2023,2750.0,1789.0,-3706.0,834.0,4539.0,LODHA,Mar 2023
785,LODHA,Mar 2024,2512.0,-2947.0,951.0,516.0,-435.0,LODHA,Mar 2024
786,LT,Mar 2013,-4355.0,-6922.0,11429.0,152.0,-11277.0,LT,Mar 2013
787,LT,Mar 2014,-7143.0,-5510.0,13136.0,483.0,-12653.0,LT,Mar 2014
788,LT,Mar 2015,-1365.0,-4778.0,7903.0,1759.0,-6143.0,LT,Mar 2015
789,LT,Mar 2016,-3240.0,-4627.0,7253.0,-613.0,-7867.0,LT,Mar 2016
790,LT,Mar 2017,6655.0,-9796.0,2896.0,-245.0,-3141.0,LT,Mar 2017
791,LT,Mar 2018,-10031.0,3914.0,9370.0,3254.0,-6117.0,LT,Mar 2018
792,LT,Mar 2019,-4756.0,-11023.0,15440.0,-338.0,-15779.0,LT,Mar 2019
793,LT,Mar 2020,6694.0,-8408.0,6372.0,4658.0,-1714.0,LT,Mar 2020
794,LT,Mar 2021,23074.0,-5750.0,-15274.0,2049.0,17324.0,LT,Mar 2021
795,LT,Mar 2022,19164.0,-3585.0,-15181.0,397.0,15579.0,LT,Mar 2022
796,LT,Mar 2023,22777.0,-8048.0,-11572.0,3156.0,14729.0,LT,Mar 2023
797,LT,Mar 2024,18266.0,2179.0,-25413.0,-4968.0,20445.0,LT,Mar 2024
798,LTIM,Mar 2013,608.0,-224.0,-396.0,-13.0,384.0,LTIM,Mar 2013
799,LTIM,Mar 2014,628.0,180.0,-769.0,40.0,808.0,LTIM,Mar 2014
800,LTIM,Mar 2015,642.0,-103.0,-497.0,42.0,539.0,LTIM,Mar 2015
801,LTIM,Mar 2016,858.0,-40.0,-817.0,2.0,818.0,LTIM,Mar 2016
802,LTIM,Mar 2017,1170.0,-961.0,-33.0,176.0,209.0,LTIM,Mar 2017
803,LTIM,Mar 2018,844.0,-452.0,-408.0,-16.0,392.0,LTIM,Mar 2018
804,LTIM,Mar 2019,1395.0,-749.0,-594.0,52.0,646.0,LTIM,Mar 2019
805,LTIM,Mar 2020,1644.0,-643.0,-890.0,110.0,1001.0,LTIM,Mar 2020
806,LTIM,Mar 2021,2400.0,-1657.0,-509.0,234.0,743.0,LTIM,Mar 2021
807,LTIM,Mar 2022,3251.0,-1643.0,-1680.0,-73.0,1608.0,LTIM,Mar 2022
808,LTIM,Mar 2023,3095.0,-271.0,-1932.0,892.0,2824.0,LTIM,Mar 2023
809,LTIM,Mar 2024,5670.0,-3918.0,-2269.0,-518.0,1752.0,LTIM,Mar 2024
810,M&M,Mar 2013,-922.0,-2903.0,4508.0,684.0,-3825.0,M&M,Mar 2013
811,M&M,Mar 2014,-244.0,-4524.0,5577.0,810.0,-4768.0,M&M,Mar 2014
812,M&M,Mar 2015,1055.0,-4357.0,1669.0,-1633.0,-3302.0,M&M,Mar 2015
813,M&M,Mar 2016,2385.0,-5506.0,2967.0,-154.0,-3121.0,M&M,Mar 2016
814,M&M,Mar 2017,183.0,-5875.0,6108.0,416.0,-5692.0,M&M,Mar 2017
815,M&M,Mar 2018,682.0,-5467.0,6314.0,1529.0,-4785.0,M&M,Mar 2018
816,M&M,Mar 2019,-4347.0,-7174.0,13194.0,1672.0,-11521.0,M&M,Mar 2019
817,M&M,Mar 2020,-1457.0,-6870.0,6933.0,-1394.0,-8327.0,M&M,Mar 2020
818,M&M,Mar 2021,17909.0,-19686.0,406.0,-1370.0,-1777.0,M&M,Mar 2021
819,M&M,Mar 2022,9248.0,-3252.0,-5883.0,113.0,5996.0,M&M,Mar 2022
820,M&M,Mar 2023,-7074.0,-8866.0,15946.0,6.0,-15940.0,M&M,Mar 2023
821,M&M,Mar 2024,-5630.0,-5615.0,12281.0,1037.0,-11245.0,M&M,Mar 2024
822,MARUTI,Mar 2013,4059.0,-3119.0,-979.0,-39.0,940.0,MARUTI,Mar 2013
